Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR034211	PUF60, RNA recognition motif 2	interpro	domain		cd12371	
IPR034212	PUF60, RNA recognition motif 3	interpro	domain		cd12648	
IPR034215	RBM42, RNA recognition motif	interpro	domain		cd12383	
IPR034217	SART3, RNA recognition motif 1	interpro	domain		cd12391	
IPR034218	SART3, RNA recognition motif 2	interpro	domain		cd12392	
IPR034219	ZCRB1, RNA recognition motif	interpro	domain		cd12393	
IPR034221	RBM34, RNA recognition motif 2	interpro	domain		cd12395	
IPR034225	Nop13/Rnp24, RNA recognition motif 1	interpro	domain		cd12396	
IPR034226	Nop13/Rnp24, RNA recognition motif 2	interpro	domain		cd12397	
IPR034228	Nop6, RNA recognition motif	interpro	domain		cd12400	
IPR034229	eIF4H, RNA recognition motif	interpro	domain		cd12401	
IPR034230	Nucleolin, RNA recognition motif 1	interpro	domain		cd12403	
IPR034233	Nucleolin, RNA recognition motif 2	interpro	domain		cd12404	
IPR034234	Nucleolin, RNA recognition motif 3	interpro	domain		cd12405	
IPR034235	Nucleolin, RNA recognition motif 4	interpro	domain		cd12406	
IPR034237	FOX1, RNA recognition motif	interpro	domain		cd12407	GO:0003723
IPR034240	eIF3G, RNA recognition motif	interpro	domain		cd12408	
IPR034244	Rrt5, RNA recognition motif 1	interpro	domain		cd12409	
IPR034247	Rrt5, RNA recognition motif 2	interpro	domain		cd12410	
IPR034254	DNAJC17, RNA recognition motif	interpro	domain		cd12429	
IPR034256	ALKBH8, RNA recognition motif	interpro	domain		cd12431	
IPR034257	Acinus, RNA recognition motif	interpro	domain		cd12432	
IPR034260	Yme2, RNA recognition motif	interpro	domain		cd12433	
IPR034261	CNOT4, RNA recognition motif	interpro	domain		cd12438	
IPR034262	TRMT2A, RNA recognition motif	interpro	domain		cd12439	
IPR034264	RBM48, RNA recognition motif	interpro	domain		cd12442	
IPR034265	MCM3AP, RNA recognition motif	interpro	domain		cd12443	
IPR034268	RBM25, RNA recognition motif	interpro	domain		cd12446	
IPR034276	Gar2, RNA recognition motif 2	interpro	domain		cd12448	
IPR034278	RBM3/CIRBP, RNA recognition motif	interpro	domain		cd12449	
IPR034326	ROD1, RNA recognition motif 1	interpro	domain		cd12779	GO:0003723
IPR034349	NUCL, RNA recognition motif 1	interpro	domain		cd12450	
IPR034350	NUCL, RNA recognition motif 2	interpro	domain		cd12451	
IPR034351	Nrp1, RNA recognition motif	interpro	domain		cd12452	
IPR034352	Rim4/Msa1, RNA recognition motif 1	interpro	domain		cd12453	
IPR034353	ABT1/ESF2, RNA recognition motif	interpro	domain		cd12263	
IPR034356	Slt11, RNA recognition motif	interpro	domain		cd12265	
IPR034357	Yra1/Mlo3, RNA recognition motif	interpro	domain		cd12267	
IPR034358	Vip1, RNA recognition motif	interpro	domain		cd12268	
IPR034359	MTHFSD, RNA recognition motif	interpro	domain		cd12270	
IPR034360	Vip1-like, RNA recognition motif, plant	interpro	domain		cd12269	
IPR034361	PHIP1, RNA recognition motif 1	interpro	domain		cd12271	
IPR034362	PHIP1, RNA recognition motif 2	interpro	domain		cd12272	
IPR034363	eIF3B, RNA recognition motif	interpro	domain		cd12278	
IPR034364	PABP, RNA recognition motif 1	interpro	domain		cd12378	
IPR034365	AtC3H46-like, RNA recognition motif	interpro	domain		cd12458	
IPR034366	Protein xmas, RNA recognition motif	interpro	domain		cd12457	
IPR034369	SCAF4, RNA recognition motif	interpro	domain		cd12461	
IPR034370	SCAF8, RNA recognition motif	interpro	domain		cd12462	
IPR034371	UHMK1, RNA recognition motif	interpro	domain		cd12465	
IPR034374	G3BP1, RNA recognition motif	interpro	domain		cd12463	GO:0003723
IPR034376	G3BP2, RNA recognition motif	interpro	domain		cd12464	GO:0003723
IPR034388	Star-PAP, RNA recognition motif	interpro	domain		cd12279	
IPR034392	TatSF1-like, RNA recognition motif 1	interpro	domain		cd12281	GO:0000398
IPR034394	MAN1, RNA recognition motif	interpro	domain		cd12286	
IPR034396	Yra2, RNA recognition motif	interpro	domain		cd12295	
IPR034397	Prp24, RNA recognition motif1	interpro	domain		cd12296	
IPR034398	Prp24, RNA recognition motif2	interpro	domain		cd12297	
IPR034403	Srp1, RNA recognition motif	interpro	domain		cd12467	
IPR034404	MSSP-1, RNA recognition motif 1	interpro	domain		cd12470	GO:0003723
IPR034406	RBMS3, RNA recognition motif 2	interpro	domain		cd12475	
IPR034407	U1 small nuclear ribonucleoprotein A, RNA recognition motif 1	interpro	domain		cd12477	GO:0003723
IPR034409	U1 small nuclear ribonucleoprotein A, RNA recognition motif 2	interpro	domain		cd12480	
IPR034410	Heterogeneous nuclear ribonucleoprotein R, RNA recognition motif 1	interpro	domain		cd12482	
IPR034411	Heterogeneous nuclear ribonucleoprotein R, RNA recognition motif 2	interpro	domain		cd12488	
IPR034414	Dead end protein 1, RNA recognition motif 1	interpro	domain		cd12487	
IPR034415	CsdA, RNA recognition motif	interpro	domain		cd12499	GO:0003723
IPR034417	Probable RNA-binding protein 19, RNA recognition motif 2	interpro	domain		cd12502	
IPR034418	Probable RNA-binding protein 19, RNA recognition motif 1	interpro	domain		cd12564	
IPR034419	Probable RNA-binding protein 19, RNA recognition motif 3	interpro	domain		cd12567	
IPR034420	Probable RNA-binding protein 19, RNA recognition motif 4	interpro	domain		cd12569	
IPR034421	Probable RNA-binding protein 19, RNA recognition motif 6	interpro	domain		cd12571	
IPR034423	Probable RNA-binding protein 19, RNA recognition motif 5	interpro	domain		cd12318	
IPR034424	GRSF-1, RNA recognition motif 2	interpro	domain		cd12505	
IPR034425	GRSF-1, RNA recognition motif 1	interpro	domain		cd12730	
IPR034426	GRSF-1, RNA recognition motif 3	interpro	domain		cd12733	
IPR034427	ESRP1, RNA recognition motif 1	interpro	domain		cd12736	
IPR034434	Probable RNA-binding protein 46, RNA recognition motif 1	interpro	domain		cd12484	
IPR034435	Probable RNA-binding protein 46, RNA recognition motif 2	interpro	domain		cd12492	
IPR034440	RNA-binding protein 47, RNA recognition motif 2	interpro	domain		cd12491	
IPR034445	RNA-binding protein 47, RNA recognition motif 3	interpro	domain		cd12497	
IPR034451	RNA-binding protein 27, RNA recognition motif	interpro	domain		cd12517	
IPR034453	MEI2-like, RNA recognition motif 1	interpro	domain		cd12524	
IPR034454	MEI2-like, RNA recognition motif 3	interpro	domain		cd12531	
IPR034456	Mediator of RNA polymerase II transcription subunit 28	interpro	family		PTHR39117	GO:0006355,GO:0016592
IPR034458	Terminal EAR1-like, RNA recognition motif 3	interpro	domain		cd12530	
IPR034464	PARP-10, RNA recognition motif 1 and 2	interpro	domain		cd12547	
IPR034467	Set1A, RNA recognition motif	interpro	domain		cd12548	
IPR034468	Set1B, RNA recognition motif	interpro	domain		cd12549	
IPR034469	Ribosome biogenesis protein 15, RNA recognition motif	interpro	domain		cd12552	
IPR034470	RBM15, RNA recognition motif 1	interpro	domain		cd12553	
IPR034472	RBM15, RNA recognition motif 2	interpro	domain		cd12555	
IPR034473	RBM15, RNA recognition motif 3	interpro	domain		cd12557	
IPR034475	RBM15B, RNA recognition motif 1	interpro	domain		cd12554	
IPR034479	Alternative heme biosynthesis C (AhbC-like)	interpro	family		SFLDF00543	GO:0003824
IPR034482	Mrd1, RNA recognition motif 3	interpro	domain		cd12568	
IPR034486	hnRNP A2/B1, RNA recognition motif 1	interpro	domain		cd12762	
IPR034492	TIAR, RNA recognition motif 1	interpro	domain		cd12616	
IPR034494	TIAR, RNA recognition motif 2	interpro	domain		cd12617	GO:0003677,GO:0003723
IPR034496	TIAR, RNA recognition motif 3	interpro	domain		cd12620	
IPR034500	RBM7, RNA recognition motif	interpro	domain		cd12592	
IPR034501	RBM11, RNA recognition motif	interpro	domain		cd12593	GO:0003723
IPR034502	Raly, RNA recognition motif	interpro	domain		cd12604	
IPR034503	SRSF9, RNA recognition motif 1	interpro	domain		cd12598	
IPR034506	RBM14, RNA recognition motif 1	interpro	domain		cd12608	
IPR034507	RBM14, RNA recognition motif 2	interpro	domain		cd12609	
IPR034510	SECp43, RNA recognition motif 2	interpro	domain		cd12612	
IPR034511	SRSF6, RNA recognition motif 1	interpro	domain		cd12596	
IPR034513	hnRNP A3, RNA recognition motif 1	interpro	domain		cd12763	
IPR034516	hnRNP A1/3, RNA recognition motif 2	interpro	domain		cd12582	
IPR034517	PARP-14, RNA recognition motif 2	interpro	domain		cd12543	
IPR034520	SRSF1, RNA recognition motif 1	interpro	domain		cd12597	GO:0003723
IPR034522	PSP1, RNA recognition motif 1	interpro	domain		cd12586	
IPR034523	PSP1, RNA recognition motif 2	interpro	domain		cd12589	
IPR034525	PSF, RNA recognition motif 1	interpro	domain		cd12587	
IPR034535	RBM15B, RNA recognition motif 2	interpro	domain		cd12556	
IPR034536	RBM15B, RNA recognition motif 3	interpro	domain		cd12558	
IPR034538	ACF, RNA recognition motif 1	interpro	domain		cd12486	
IPR034540	Prp24, RNA recognition motif 3	interpro	domain		cd12298	
IPR034544	Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 1	interpro	domain		cd12483	
IPR034548	Heterogeneous nuclear ribonucleoprotein Q, RNA recognition motif 2	interpro	domain		cd12489	
IPR034552	p54nrb, RNA recognition motif 1	interpro	domain		cd12588	
IPR034556	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase	interpro	family		SFLDF00284,PTHR13930	GO:0051539,GO:0008033
IPR034557	Threonylcarbamoyladenosine tRNA methylthiotransferase	interpro	family		SFLDF00295	GO:0035598,GO:0035600
IPR034558	p54nrb, RNA recognition motif 2	interpro	domain		cd12591	
IPR034562	U2 small nuclear ribonucleoprotein B'', RNA recognition motif 2	interpro	domain		cd12481	
IPR034564	U2 small nuclear ribonucleoprotein B'', RNA recognition motif 1	interpro	domain		cd12478	
IPR034568	Mediator of RNA polymerase II transcription subunit 30	interpro	family		PTHR36406	GO:0016592
IPR034588	RBM12B, RNA recognition motif 2	interpro	domain		cd12746	
IPR034591	RBM12, RNA recognition motif 1	interpro	domain		cd12745	
IPR034594	RBM12, RNA recognition motif 2	interpro	domain		cd12747	
IPR034630	MEF-2, RNA recognition motif 1	interpro	domain		cd12658	
IPR034631	MEF-2, RNA recognition motif 3	interpro	domain		cd12662	
IPR034633	Ribonucleoprotein PTB-binding 1, RNA recognition motif 1	interpro	domain		cd12663	
IPR034635	Ribonucleoprotein PTB-binding 1, RNA recognition motif 3	interpro	domain		cd12667	
IPR034636	Ribonucleoprotein PTB-binding 2, RNA recognition motif 2	interpro	domain		cd12666	
IPR034637	Negative elongation factor E, RNA recognition motif	interpro	domain		cd12305	
IPR034648	CELF-3/4/5/6, RNA recognition motif 1	interpro	domain		cd12632	GO:0003723
IPR034651	SRSF7, RNA recognition motif	interpro	domain		cd12646	
IPR034652	Signal recognition particle subunit SRP68, RNA-binding domain	interpro	domain		cd15481	GO:0003723
IPR034653	SPF45, RNA recognition motif	interpro	domain		cd12647	
IPR034673	Maternal embryonic leucine zipper kinase, catalytic domain	interpro	domain		cd14078	GO:0004674,GO:0006468
IPR034678	DNA-directed RNA polymerase subunit RpoC1	interpro	family		MF_01323	GO:0003899,GO:0006351
IPR034680	tRNA N6-adenosine threonylcarbamoyltransferase Kae1, archaeal/eukaryotic	interpro	family		MF_01446	GO:0002949,GO:0000408
IPR034694	Ribosome hibernation promoting factor, long/plastid	interpro	family		MF_00839	
IPR034730	ATP-dependent RNA helicase DHX29	interpro	family		MF_03068	GO:0003724,GO:0006413
IPR034759	Peptidyl-tRNA hydrolase, archaea	interpro	family		MF_00628	GO:0004045
IPR034762	Bacterial/eukaryotic lysine-tRNA ligase, class II	interpro	family		PIRSF039101	GO:0004824,GO:0005524,GO:0006430
IPR034769	Cleavage and polyadenylation specificity factor subunit 6, RNA recognition motif	interpro	domain		cd12643	
IPR034773	CPSF7, RNA recognition motif	interpro	domain		cd12644	
IPR034775	Protein elav, RNA recognition motif 1	interpro	domain		cd12650	
IPR034777	Nop12, RNA recognition motif 1	interpro	domain		cd12669	
IPR034781	Scaffold attachment factor B1/2, RNA binding domain	interpro	domain		cd12679	
IPR034784	PDIP3, RNA recognition motif	interpro	domain		cd12681	
IPR034787	RBPMS2, RNA recognition motif	interpro	domain		cd12683	GO:0003723,GO:0042803
IPR034788	Protein couch potato, RNA recognition motif	interpro	domain		cd12684	
IPR034790	RBM20, RNA recognition motif	interpro	domain		cd12685	
IPR034792	PTBPH1/PTBPH2, RNA recognition motif 1	interpro	domain		cd12686	
IPR034793	PTBPH1/PTBPH2, RNA recognition motif 2	interpro	domain		cd12691	
IPR034794	PTBPH1/PTBPH2, RNA recognition motif 3	interpro	domain		cd12690	
IPR034795	PTBPH3, RNA recognition motif 1	interpro	domain		cd12687	
IPR034796	PTBPH3, RNA recognition motif 2	interpro	domain		cd12692	
IPR034797	PTBPH3, RNA recognition motif 3	interpro	domain		cd12698	
IPR034799	PTBP2, RNA recognition motif 3	interpro	domain		cd12696	
IPR034800	PTBP2, RNA recognition motif 4	interpro	domain		cd12702	
IPR034801	hnRNP A0, RNA recognition motif 1	interpro	domain		cd12326	
IPR034803	hnRNP A1, RNA recognition motif 2	interpro	domain		cd12580	
IPR034805	Nop4, RNA recognition motif 1	interpro	domain		cd12674	
IPR034806	Nop4, RNA recognition motif 2	interpro	domain		cd12675	
IPR034808	Nop4, RNA recognition motif 3	interpro	domain		cd12676	
IPR034809	Nop4, RNA recognition motif 4	interpro	domain		cd12677	
IPR034816	hnRNP-L, RNA recognition motif 3	interpro	domain		cd12699	
IPR034817	hnRNP-L, RNA recognition motif 4	interpro	domain		cd12704	
IPR034823	CID8-like protein, RNA recognition motif 1	interpro	domain		cd12459	
IPR034825	CID8-like protein, RNA recognition motif 2	interpro	domain		cd12460	
IPR034827	TIA-1, RNA recognition motif 1	interpro	domain		cd12615	
IPR034830	TIA-1, RNA recognition motif 2	interpro	domain		cd12618	
IPR034833	PGC-1alpha, RNA recognition motif	interpro	domain		cd12623	
IPR034834	PGC-1-related coactivator, RNA recognition motif	interpro	domain		cd12624	
IPR034837	IGF2BP1, RNA recognition motif 1	interpro	domain		cd12625	
IPR034842	IGF2BP1, RNA recognition motif 2	interpro	domain		cd12628	
IPR034843	IGF2BP2, RNA recognition motif 1	interpro	domain		cd12626	
IPR034845	hnRNP A1, RNA recognition motif 1	interpro	domain		cd12761	
IPR034846	hnRNPAB, RNA recognition motif 1	interpro	domain		cd12757	
IPR034847	hnRNP DL, RNA recognition motif 1	interpro	domain		cd12758	
IPR034854	RBM12, RNA recognition motif 5	interpro	domain		cd12751	
IPR034855	RBM12, RNA recognition motif 3	interpro	domain		cd12512	
IPR034856	RBM12, RNA recognition motif 4	interpro	domain		cd12749	
IPR034858	RBM12B, RNA recognition motif 3	interpro	domain		cd12513	
IPR034859	RBM26, RNA recognition motif 1	interpro	domain		cd12516	
IPR034862	Fungal Mei2-like, RNA recognition motif 3	interpro	domain		cd12532	
IPR034863	Fungal Mei2-like, RNA recognition motif 2	interpro	domain		cd12528	
IPR034869	EWS, RNA recognition motif	interpro	domain		cd12533	
IPR034878	Plant La-related protein, RNA recognition motif	interpro	domain		cd12288	GO:0003723
IPR034880	La-related protein 6, RNA recognition motif	interpro	domain		cd12289	
IPR034887	LARP7, RNA recognition motif 1	interpro	domain		cd12290	
IPR034890	Rrp7A, RNA recognition motif	interpro	domain		cd12294	
IPR034894	Nrd1/Seb1, RNA recognition motif	interpro	domain		cd12331	GO:0003723
IPR034897	RBM4, RNA recognition motif 1	interpro	domain		cd12606	
IPR034898	RBM4, RNA recognition motif 2	interpro	domain		cd12607	
IPR034900	LARP5, RNA recognition motif	interpro	domain		cd12706	
IPR034903	LARP4, RNA recognition motif	interpro	domain		cd12707	
IPR034906	Calcipressin-1, RNA recognition motif	interpro	domain		cd12708	
IPR034910	LARP7, RNA recognition motif 2	interpro	domain		cd12542	
IPR034914	HuB, RNA recognition motif 3	interpro	domain		cd12654	
IPR034915	HuC, RNA recognition motif 3	interpro	domain		cd12655	
IPR034918	HuD, RNA recognition motif 3	interpro	domain		cd12656	
IPR034919	Calcipressin-2, RNA recognition motif	interpro	domain		cd12709	
IPR034922	RNA exonuclease 1-like, exonuclease domain	interpro	domain		cd06145	
IPR034924	TNRC6A, RNA recognition motif	interpro	domain		cd12711	
IPR034925	TNRC6B, RNA recognition motif	interpro	domain		cd12712	
IPR034927	TNRC6C, RNA recognition motif	interpro	domain		cd12713	
IPR034928	Matrin-3, RNA recognition motif 1	interpro	domain		cd12714	
IPR034930	Matrin-3, RNA recognition motif 2	interpro	domain		cd12715	
IPR034931	ETP1, RNA recognition motif	interpro	domain		cd12717	
IPR034932	BRAP2, RNA recognition motif	interpro	domain		cd12718	
IPR034969	hnRNPH3, RNA recognition motif 3	interpro	domain		cd12735	
IPR034970	hnRNPH3, RNA recognition motif 2	interpro	domain		cd12732	
IPR034971	Synaptojanin-1, RNA recognition motif	interpro	domain		cd12719	
IPR034973	Synaptojanin-2, RNA recognition motif	interpro	domain		cd12720	
IPR034977	CPEB-1, RNA recognition motif 1	interpro	domain		cd12723	
IPR034979	UPF3B, RNA recognition motif-like domain	interpro	domain		cd12728	
IPR034980	RNA-binding protein fusilli, RNA recognition motif 2	interpro	domain		cd12741	
IPR034983	hnRPLL, RNA recognition motif 3	interpro	domain		cd12700	
IPR034985	hnRPLL, RNA recognition motif 1	interpro	domain		cd12781	
IPR034986	hnRPLL, RNA recognition motif 2	interpro	domain		cd12786	
IPR034987	hnRPLL, RNA recognition motif 4	interpro	domain		cd12705	
IPR034988	DAZ/BOULE, RNA recognition motif	interpro	domain		cd12412	
IPR034990	hnRNPM, RNA recognition motif 3	interpro	domain		cd12661	
IPR034991	RNA-binding protein 5, RNA recognition motif 1	interpro	domain		cd12752	
IPR034992	RNA-binding protein 10, RNA recognition motif 2	interpro	domain		cd12754	
IPR034993	RNA-binding protein 5, RNA recognition motif 2	interpro	domain		cd12755	
IPR034995	SRSF9, RNA recognition motif 2	interpro	domain		cd12768	
IPR034996	HuR, RNA recognition motif 2	interpro	domain		cd12773	
IPR034999	HuB, RNA recognition motif 2	interpro	domain		cd12775	
IPR035000	PTBP1, RNA recognition motif 1	interpro	domain		cd12777	GO:0003723
IPR035001	PTBP1, RNA recognition motif 3	interpro	domain		cd12695	GO:0003723
IPR035002	PTBP2, RNA recognition motif 1	interpro	domain		cd12778	
IPR035005	hnRNP-L, RNA recognition motif 1	interpro	domain		cd12780	
IPR035008	hnRNP-L, RNA recognition motif 2	interpro	domain		cd12785	
IPR035009	SR140, RNA recognition motif	interpro	domain		cd12223	
IPR035107	tRNA thiolation protein, TtcA/Ctu1 type	interpro	family		PIRSF004976	GO:0008033
IPR035137	Discriminator of mRNA degradation	interpro	family		PF17587	
IPR035236	RNA chaperone ProQ, C-terminal	interpro	domain		PF17516	
IPR035312	Satellite RNA 48kDa protein	interpro	family		PF17485	
IPR035467	Putative ATP-dependent RNA helicase YLR419W-like, UBA domain	interpro	domain		cd14271	
IPR035542	Cyclophilin-RNA interacting protein	interpro	family		PTHR45843	
IPR035684	Arginyl-tRNA synthetase, catalytic core domain	interpro	domain		cd00671,PF00750	
IPR035697	DNA-directed RNA polymerase III subunit RPC1, N-terminal	interpro	domain		cd02583	
IPR035698	DNA-directed RNA polymerase III subunit RPC1, C-terminal	interpro	domain		cd02736	
IPR035913	RPB5-like RNA polymerase subunit superfamily	interpro	homologous_superfamily		SSF55287,G3DSA:3.90.940.20	
IPR035979	RNA-binding domain superfamily	interpro	homologous_superfamily		SSF54928	GO:0003676
IPR036025	tRNA-splicing ligase RtcB-like superfamily	interpro	homologous_superfamily		SSF103365,G3DSA:3.90.1860.10	GO:0008452,GO:0006396
IPR036100	S-adenosylmethionine:tRNA ribosyltransferase-isomerase, QueA superfamily	interpro	homologous_superfamily		SSF111337	GO:0016740,GO:0016853
IPR036101	CarD-like/TRCF, RNAP-interacting domain superfamily	interpro	homologous_superfamily		SSF141259	
IPR036113	Glu-tRNAGln amidotransferase superfamily, subunit C	interpro	homologous_superfamily		SSF141000	GO:0006450
IPR036167	tRNA intron endonuclease, catalytic domain-like superfamily	interpro	homologous_superfamily		SSF53032	GO:0006388
IPR036189	mRNA decapping protein 2, Box A domain superfamily	interpro	homologous_superfamily		SSF140586,G3DSA:1.10.10.1050	GO:0003723,GO:0016787,GO:0030145
IPR036260	P40 nucleoprotein superfamily, Borna disease virus	interpro	homologous_superfamily		SSF101399	
IPR036276	T4 RNase H, C-terminal	interpro	domain		PF09293	
IPR036333	RNA synthesis protein NSP10 superfamily, coronavirus	interpro	homologous_superfamily		SSF144246	GO:0003723,GO:0008270,GO:0019079
IPR036343	Glutamyl-tRNA reductase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.460.30,SSF69742	GO:0008883,GO:0050661,GO:0033014
IPR036345	Exoribonuclease, PH domain 2 superfamily	interpro	homologous_superfamily		SSF55666	
IPR036389	Ribonuclease III, endonuclease domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1520.10,SSF69065	GO:0004525,GO:0006396
IPR036397	Ribonuclease H superfamily	interpro	homologous_superfamily		G3DSA:3.30.420.10	GO:0003676
IPR036416	Peptidyl-tRNA hydrolase superfamily	interpro	homologous_superfamily		G3DSA:3.40.50.1470,SSF53178	GO:0004045
IPR036430	Ribonuclease T2-like superfamily	interpro	homologous_superfamily		G3DSA:3.90.730.10,SSF55895	GO:0003723,GO:0033897
IPR036453	Glutamyl tRNA-reductase dimerization domain superfamily	interpro	homologous_superfamily		SSF69075	GO:0008883,GO:0050661,GO:0033014
IPR036456	Polyribonucleotide nucleotidyltransferase, RNA-binding domain superfamily	interpro	homologous_superfamily		SSF46915	GO:0003723,GO:0006396
IPR036511	Queuine tRNA-ribosyltransferase-like	interpro	homologous_superfamily		G3DSA:3.20.20.105,SSF51713	GO:0006400
IPR036553	RNA 3'-terminal phosphate cyclase, insert domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.360.20,SSF52913	
IPR036567	Ribosome hibernation promotion factor-like	interpro	homologous_superfamily		G3DSA:3.30.160.100,SSF69754	
IPR036583	23S rRNA-intervening sequence superfamily	interpro	homologous_superfamily		SSF158446,G3DSA:1.20.1440.60	
IPR036602	tRNA wybutosine-synthesizing-like superfamily	interpro	homologous_superfamily		G3DSA:3.30.1960.10,SSF111278	
IPR036603	RNA polymerase, RBP11-like subunit	interpro	homologous_superfamily		G3DSA:3.30.1360.10,SSF55257	GO:0046983,GO:0006351
IPR036643	DNA-directed RNA polymerase, insert domain superfamily	interpro	homologous_superfamily		SSF56553,G3DSA:2.170.120.12	
IPR036650	CAT RNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.30.24.10,SSF50151	GO:0003723
IPR036695	Arginyl tRNA synthetase N-terminal domain superfamily	interpro	homologous_superfamily		SSF55190,G3DSA:3.30.1360.70	GO:0000166,GO:0004814,GO:0005524,GO:0006420,GO:0005737
IPR036710	RNA polymerase Rpb5, N-terminal domain superfamily	interpro	homologous_superfamily		SSF53036,G3DSA:3.40.1340.10	GO:0003677,GO:0003899,GO:0006351
IPR036740	tRNA intron endonuclease, N-terminal domain superfamily	interpro	homologous_superfamily		SSF55267	GO:0000213,GO:0006388
IPR036754	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily	interpro	homologous_superfamily		SSF55826,G3DSA:3.90.960.10	GO:0002161
IPR036816	Ribonuclease A-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.130.10,SSF54076	
IPR036898	RNA polymerase Rpb7-like, N-terminal domain superfamily	interpro	homologous_superfamily		SSF88798,G3DSA:3.30.1490.120	
IPR036980	Ribonuclease P/MRP subunit Rpp29 superfamily	interpro	homologous_superfamily		G3DSA:2.30.30.210	GO:0003723,GO:0008033,GO:0030677
IPR036986	RNA-binding S4 domain superfamily	interpro	homologous_superfamily		G3DSA:3.10.290.10	GO:0003723
IPR036988	Picornavirus coat protein VP4 superfamily	interpro	homologous_superfamily		G3DSA:4.10.80.10	
IPR037009	mRNA triphosphatase Cet1-like superfamily	interpro	homologous_superfamily		G3DSA:3.20.100.10	GO:0004651
IPR037027	YqgF/RNase H-like domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.420.140	GO:0006139
IPR037033	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.40.270.10	GO:0003677,GO:0003899,GO:0006351
IPR037034	RNA polymerase Rpb2, domain 2 superfamily	interpro	homologous_superfamily		G3DSA:3.90.1110.10	GO:0003677,GO:0003899,GO:0006351
IPR037038	tRNA nuclease HepT-like superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.580	
IPR037056	Ribonuclease H1, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.970.10	
IPR037080	Capsid protein VP4 superfamily, Picornavirus	interpro	homologous_superfamily		G3DSA:4.10.90.10	GO:0019030
IPR037118	Valyl-tRNA synthetase, tRNA-binding arm superfamily	interpro	homologous_superfamily		G3DSA:1.10.287.380	
IPR037136	RNA 3'-terminal phosphate cyclase domain superfamily	interpro	homologous_superfamily		G3DSA:3.65.10.20	
IPR037159	DNA-directed RNA polymerase, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.1320.10	
IPR037200	Pre-mRNA-splicing factor Isy1 superfamily	interpro	homologous_superfamily		SSF140102	GO:0000350
IPR037209	RNA-binding protein B2 superfamily	interpro	homologous_superfamily		SSF140506	
IPR037431	RNA exonuclease 4, DEDDh 3'-5' exonuclease domain	interpro	domain		cd06144	GO:0008408,GO:0006364
IPR037503	rRNA-processing protein Fcf1, PIN domain	interpro	domain		cd09864	
IPR037551	DAZ, RNA recognition motif, vertebrates	interpro	domain		cd12672	GO:0003730
IPR037653	Cytochrome B pre-mRNA-processing protein 6	interpro	family		PTHR28250	GO:0043022,GO:0005739,GO:0061671
IPR037685	RNA polymerase RBP11	interpro	family		cd06926	GO:0001055,GO:0006366,GO:0005665
IPR037998	Maternal protein exuperantia	interpro	family		PTHR12384	GO:0003723,GO:0042803,GO:0045450
IPR038085	RNase P subunit Pop5/Rpp14/Rnp2-like domain superfamily	interpro	homologous_superfamily		SSF160350,G3DSA:3.30.70.3250	
IPR038087	DNA-directed RNA polymerase subunit delta, N-terminal domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1250	
IPR038089	Mediator of RNA polymerase II, subunit Med31 superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1340	
IPR038092	Phosphorylated adapter RNA export protein, RNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.1440	
IPR038120	RNA polymerase Rpb1, funnel domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.132.30	
IPR038254	DNA/RNA-binding protein KIN17, WH-like domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.2030	
IPR038294	SLBP, RNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.8.1120	
IPR038309	Regulator of RNA polymerase sigma(70) subunit, Rsd/AlgQ superfamily	interpro	homologous_superfamily		G3DSA:1.20.120.1370	
IPR038372	Influenza RNA-dependent RNA polymerase subunit PA, endonuclease domain	interpro	homologous_superfamily		G3DSA:3.40.91.90	
IPR038459	tRNA methyltransferase TRM10-type domain superfamily	interpro	homologous_superfamily		G3DSA:3.40.1280.30	
IPR038469	tRNAHis guanylyltransferase Thg1 superfamily	interpro	homologous_superfamily		G3DSA:3.30.70.3000	
IPR038476	UvrC, RNAse H endonuclease domain superfamily	interpro	homologous_superfamily		G3DSA:3.30.420.340	
IPR038564	Repressor of RNA polymerase III transcription Maf1 superfamily	interpro	homologous_superfamily		G3DSA:3.40.1000.50	
